location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Akola,Industrial,5,west,580,low,98,2.6,0.57,63,no,C,composite,not required,avg,hot,28,65,850,medium,M144,composite,fiber cement,84,24,2.3,0,0,A2,21,1.3,30,1.6,1700,moderate,23,27,48720,13920,62640,0.3,0.57,1,0,0,0,48
Surendranagar,Industrial,5,west,550,medium,125,2.7,0.58,64,no,C,stone,required,avg,hot,29,60,550,medium,M178,stone,limestone,95,29,2.15,0,0,B,41,0.5,27,2.3,2400,moderate,23,52,52250,15950,68200,0.55,0.58,1,1,0,0,54
Hyderabad,Residential,12,north,900,low,70,2.5,0.55,65,no,B,terracotta,not required,avg,hot,29,65,700,high,M6,terracotta,baguette,90,28,2.8,0,0,B,35,1,25,4,1900,hot,10,40,81000,25200,106200,0.3,0.55,0,1,1,1,68
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,38,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,56050,47200,103250,0.2,0.41,1,0,0,0,51
Hoshiarpur,Hospital,14,east,1400,medium,180,1.5,0.27,38,yes,A1,metal,required,high,moderate,26,73,1000,high,M52,metal,galvanized,70,36,3.3,0,0,A1,23,2,32,0.4,2700,coastal,35,28,98000,50400,148400,1.8,0.27,1,1,1,0,66
Jodhpur,Residential,7,north,675,low,80,2.8,0.59,65,no,B,composite,required,avg,hot,28,50,350,high,M150,composite,acp,40,23,2.1,0,0,C,18,1.6,34,2.2,1820,moderate,29,23,27000,15525,42525,0.7,0.59,1,0,0,0,42
Satara,Industrial,9,west,875,low,78,2.4,0.54,61,no,C,stone,required,low,moderate,23,70,1200,medium,M22,stone,limestone,71,28,2.15,0,0,C,42,0.5,26,2.8,2300,moderate,16,48,62125,24500,86625,0.25,0.54,1,1,1,1,89
Kadapa,Residential,7,north,675,low,85,2.8,0.59,65,no,B,composite,not required,avg,hot,28,68,750,medium,M213,composite,hpl,53,24,2.05,0,0,A2,20,1.5,34,1.9,1650,moderate,27,25,35775,16200,51975,0.75,0.59,1,0,0,0,42
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Mandya,Industrial,4,west,450,low,95,2.8,0.59,65,no,C,stone,required,avg,moderate,25,72,950,low,M99,stone,limestone,70,28,2.2,0,0,A1,41,0.5,27,2.3,2320,moderate,22,50,31500,12600,44100,0.6,0.59,1,1,0,1,64
Sangrur,Industrial,6,west,700,low,120,2.3,0.52,58,no,C,stone,required,low,hot,29,67,850,medium,M53,stone,sandstone,118,26,2.1,0,0,B,38,0.7,30,1.2,2300,hot,20,50,82600,18200,100800,0.2,0.52,1,1,0,1,70
Bangalore,Industrial,5,west,600,medium,120,2,0.45,55,no,C,composite,required,low,moderate,24,60,900,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,25800,18000,43800,0.2,0.45,1,0,0,1,61
Pimpri,Residential,9,north,850,low,90,2.5,0.56,62,no,B,terracotta,required,low,moderate,26,68,750,medium,M219,terracotta,cladding,126,31,2.85,0,0,B,36,1,29,3,2100,hot,18,45,107100,26350,133450,0.35,0.56,0,1,1,0,57
Moga,Commercial,13,south,1350,high,210,1.7,0.39,47,yes,A2,glass,required,high,hot,28,71,1200,high,M54,glass,low-e,95,39,1.2,0.34,47,C,25,1,37,0.3,2600,"hot,coastal",30,30,128250,52650,180900,0.5,0.05,1,1,0,1,72
Indore,Residential,11,north,850,low,75,2.6,0.58,68,no,B,composite,required,low,moderate,25,59,950,low,M14,composite,acp,30,20,2.1,0,0,A1,16,1,33,1.9,1600,moderate,25,18,25500,17000,42500,0.5,0.58,1,0,0,1,55
Vadodara,Industrial,5,west,450,low,70,2.3,0.52,58,no,C,metal,required,avg,hot,29,58,800,high,M3,metal,aluminum,104,35,3.5,0,0,C,20,2,32,0.8,2700,"hot,coastal",40,25,46800,15750,62550,1.2,0.52,0,1,1,1,57
Patiala,Industrial,5,west,600,low,95,2.5,0.56,60,no,C,composite,not required,low,hot,30,68,900,medium,M49,composite,hpl,43,22,2,0,0,B,20,1,28,1.5,2000,moderate,22,25,25800,13200,39000,0.5,0.56,1,0,0,0,45
Sangli,Commercial,14,south,1425,high,205,1.9,0.42,51,yes,A2,metal,required,avg,hot,27,65,900,high,M8,metal,galvanized,56,22,2.5,0,0,B,30,0.8,29,1.5,7800,"moderate,hot",35,45,79800,31350,111150,0.6,0.42,1,1,0,1,66
Jalgaon,Residential,4,north,425,low,68,2.8,0.6,70,no,B,stone,required,avg,hot,29,61,700,medium,M16,stone,marble,89,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,37825,14875,52700,1.1,0.6,0,1,0,1,37
Ludhiana,Hospital,12,east,1150,high,220,1.4,0.28,39,yes,A1,metal,required,high,moderate,27,75,1150,high,M48,metal,aluminum,93,34,3.2,0,0,A2,22,1.8,32,0.5,2800,"hot,coastal",40,35,106950,39100,146050,1.8,0.28,1,1,0,0,46
Rampur,Industrial,5,west,550,medium,125,2.4,0.52,59,no,C,terracotta,required,low,moderate,24,71,1020,low,M38,terracotta,baguette,129,28,2.8,0,0,A1,35,1.1,27,3.2,1900,hot,15,40,70950,15400,86350,0.4,0.52,0,1,0,0,37
Nowrangapur,Residential,10,north,925,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,26,72,1650,medium,M185,stone,granite,138,29,1.95,0,0,C,39,0.7,30,1,2620,"moderate,cold",20,52,127650,26825,154475,0.45,0.54,0,1,0,1,46
Alleppey,Industrial,4,west,450,low,98,2.9,0.59,66,no,C,terracotta,required,low,hot,28,78,2200,medium,M182,terracotta,panel,139,35,2.9,0,0,C,34,1,29,3.2,2150,hot,16,46,62550,15750,78300,0,0.59,0,1,1,1,72
Bid,Hospital,10,east,1125,medium,145,1.5,0.3,41,yes,A1,glass,not required,high,hot,29,71,750,high,M15,glass,dg,172,48,0.8,0.22,36,A2,27,1,39,0.05,2300,"coastal,hot",38,34,193500,54000,247500,0.7,0.08,0,1,0,1,49
Shimoga,Hospital,13,east,1350,high,240,1.4,0.27,38,yes,A1,metal,required,high,moderate,25,76,2200,high,M94,metal,aluminum,89,32,3.2,0,0,C,24,1.8,33,0.5,2720,coastal,42,35,120150,43200,163350,1.8,0.27,1,1,0,0,46
Vizag,Hospital,16,east,1700,high,240,1.2,0.22,32,yes,A1,glass,not required,high,coastal,28,78,2500,high,M15,glass,dg,99,48,0.8,0.22,36,A1,27,1,39,0.05,2300,"coastal,hot",38,34,168300,81600,249900,0.4,0,1,1,1,1,94
Patna,Residential,10,north,750,low,65,2.8,0.6,70,no,B,metal,not required,low,moderate,27,70,1400,low,M18,metal,stainless,118,18,2.9,0,0,B,50,0.3,30,0.2,8000,"moderate,cold",50,60,88500,13500,102000,0.1,0.6,0,1,1,1,70
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,85,30,3.8,0,0,B,18,3,29,0.9,2750,"cold,moderate",42,28,157250,55500,212750,2.2,0.35,1,0,0,0,35
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,85,30,3.8,0,0,B,18,3,29,0.9,2750,"cold,moderate",42,28,157250,55500,212750,2.2,0.35,1,0,0,0,35
Kolkata,Commercial,20,south,2000,high,200,1.6,0.35,50,yes,A2,glass,required,high,hot,27,80,1600,high,M5,glass,igu,126,45,1.1,0.3,55,B,28,1,38,0.3,2400,"hot,coastal",20,35,252000,90000,342000,0.5,0.05,1,1,0,1,72
Shahjahanpur,Residential,10,north,850,low,85,2.3,0.54,60,no,B,terracotta,required,avg,hot,27,65,980,medium,M40,terracotta,cladding,146,25,2.7,0,0,C,34,0.8,29,1.5,2200,hot,18,38,124100,21250,145350,0.4,0.54,0,1,0,1,47
Pune,Industrial,4,west,500,low,60,2.3,0.5,50,no,C,metal,required,low,moderate,25,58,800,low,M8,metal,galvanized,67,22,2.5,0,0,A1,30,0.8,29,1.5,7800,"moderate,hot",35,45,33500,11000,44500,0.2,0.5,0,1,0,1,50
Amritsar,Hospital,15,east,1450,high,245,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,900,high,M230,glass,dg,157,46,0.88,0.26,39,A2,29,1.1,38,0.15,2480,"coastal,hot",42,37,227650,66700,294350,0.42,0.01,1,1,0,1,74
Hospet,Commercial,18,south,1625,high,215,1.7,0.4,48,yes,A2,glass,required,high,hot,29,64,800,high,M96,glass,reflective,102,45,1,0.34,42,B,27,1.3,36,0.3,2480,"hot,coastal",45,36,165750,73125,238875,0.7,0.06,1,1,0,1,69
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Bidhannagar,Residential,8,north,800,low,88,2.4,0.54,61,no,B,stone,required,avg,moderate,27,75,1600,medium,M205,stone,quartz,121,28,2,0,0,C,38,0.6,29,1.1,2650,"moderate,cold",20,50,96800,22400,119200,0.4,0.54,0,1,0,1,47
Siliguri,Commercial,20,south,1725,high,225,1.7,0.39,49,yes,A2,glass,not required,high,hot,29,69,1350,high,M140,glass,low-e,128,38,1.1,0.31,45,C,27,1,35,0.3,2600,"hot,coastal",27,31,220800,65550,286350,0.6,0.08,1,1,0,1,70
Jaipur,Residential,7,north,700,medium,100,2.1,0.48,58,no,B,stone,required,avg,hot,28,45,400,high,M10,stone,sandstone,73,26,1.95,0,0,A2,45,0.4,27,3,2200,"hot,cold",12,55,51100,18200,69300,0.15,0.48,1,1,0,1,71
Mangalore,Hospital,11,east,1200,high,230,1.4,0.26,37,yes,A1,metal,required,high,coastal,29,81,3400,high,M23,metal,acp,26,36,3,0,0,B,22,2,33,0.7,2900,coastal,36,26,31200,43200,74400,1.6,0.26,1,0,0,1,46
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,90,30,3.8,0,0,A1,18,3,29,0.9,2750,"cold,moderate",42,28,171000,57000,228000,2.1,0.4,1,0,0,1,44
Belgaum,Industrial,8,west,725,low,85,2.5,0.55,62,no,C,composite,required,low,moderate,24,67,950,medium,M14,composite,acp,30,20,2.1,0,0,A1,16,1,33,1.9,1600,moderate,25,18,21750,14500,36250,0.4,0.55,1,0,0,1,57
Muzaffarnagar,Hospital,11,east,1150,high,230,1.3,0.29,36,yes,A1,metal,required,high,hot,29,70,1100,high,M37,metal,galvanized,58,35,3,0,0,A2,25,2,33,0.6,2800,"hot,coastal",38,32,66700,40250,106950,1.7,0.29,1,1,0,1,56
Guwahati,Residential,8,north,775,low,84,2.7,0.59,64,no,B,composite,required,avg,moderate,25,75,1800,low,M193,composite,hpl,61,26,2.05,0,0,C,20,1.5,34,1.9,1700,"moderate,cold",27,25,47275,20150,67425,0.65,0.59,1,0,0,1,53
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,116,31,3.3,0,0,A2,23,2,33,0.6,2700,"hot,coastal",38,32,139200,37200,176400,1.9,0.27,1,1,0,0,46
Trichur,Commercial,15,south,1380,medium,150,1.7,0.39,49,yes,A2,glass,required,high,hot,29,70,1100,high,M151,glass,low-e,142,38,1.2,0.33,48,A2,25,1.1,35,0.5,2480,"hot,coastal",25,30,195960,52440,248400,0.5,0.06,1,1,1,1,92
Tanjore,Residential,7,north,675,low,78,2.8,0.59,65,no,B,composite,required,avg,hot,29,68,1250,low,M170,composite,acp,21,24,2.05,0,0,A2,19,1.5,34,1.7,1650,moderate,26,24,14175,16200,30375,0.75,0.59,1,0,0,0,42
Singrauli,Hospital,12,east,1225,medium,165,1.5,0.3,41,yes,A1,glass,required,high,hot,27,74,1150,medium,M80,glass,dg,120,46,0.88,0.25,40,B,28,1.1,38,0.15,2380,coastal,43,37,147000,56350,203350,0.62,0.05,1,1,0,0,61
Surat,Industrial,2,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,30,72,1300,high,M16,stone,marble,81,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,28350,12250,40600,0.5,0.46,1,1,1,1,87
Hardoi,Hospital,16,east,1575,high,240,1.4,0.27,37,yes,A1,composite,required,high,hot,27,74,1320,medium,M45,composite,fiber cement,57,28,2.2,0,0,C,22,1.8,33,1.5,1650,coastal,26,25,89775,44100,133875,0.8,0.27,1,0,0,0,45
Sangli,Commercial,14,south,1425,high,205,1.9,0.42,51,yes,A2,metal,required,avg,hot,27,65,900,high,M8,metal,galvanized,56,22,2.5,0,0,B,30,0.8,29,1.5,7800,"moderate,hot",35,45,79800,31350,111150,0.6,0.42,1,1,0,1,66
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Mysore,Residential,10,north,900,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,25,70,950,medium,M215,stone,granite,113,28,1.95,0,0,B,39,0.7,30,1,2600,moderate,20,52,101700,25200,126900,0.45,0.54,0,1,1,1,66
Lucknow,Industrial,3,west,400,low,55,2.4,0.52,62,no,C,terracotta,not required,low,moderate,27,62,1000,medium,M12,terracotta,gfrc,118,29,2.7,0,0,B,32,1.2,26,2.5,2000,moderate,18,38,47200,11600,58800,0.3,0.52,0,0,0,1,39
Katni,Industrial,5,west,550,low,110,2.9,0.6,66,no,C,terracotta,required,low,hot,29,69,1000,high,M81,terracotta,panel,89,36,2.85,0,0,B,35,1,29,3.2,2120,hot,17,45,48950,19800,68750,0.05,0.6,1,1,0,1,71
Amritsar,Hospital,15,east,1450,high,245,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,900,high,M230,glass,dg,157,46,0.88,0.26,39,A2,29,1.1,38,0.15,2480,"coastal,hot",42,37,227650,66700,294350,0.42,0.01,1,1,0,1,74
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Shahjanpur,Residential,9,north,900,low,90,2.3,0.53,60,no,B,stone,required,avg,moderate,25,67,980,medium,M152,stone,granite,134,29,1.9,0,0,B,38,0.7,30,1,2600,moderate,18,48,120600,26100,146700,0.4,0.53,0,1,1,1,67
Moga,Commercial,13,south,1350,high,210,1.7,0.39,47,yes,A2,glass,required,high,hot,28,71,1200,high,M54,glass,low-e,142,39,1.2,0.34,47,A2,25,1,37,0.3,2600,"hot,coastal",30,30,191700,52650,244350,0.5,0.05,1,1,1,1,92
Jalandhar,Industrial,5,west,575,medium,135,2.7,0.58,64,no,C,stone,required,avg,hot,27,70,900,medium,M201,stone,limestone,142,28,2.1,0,0,A1,42,0.5,28,2.4,2350,moderate,24,55,81650,16100,97750,0.6,0.58,0,1,0,0,34
Dhanbad,Residential,7,north,650,low,85,2.7,0.6,66,no,B,terracotta,required,avg,moderate,25,68,1000,medium,M137,terracotta,cladding,130,32,2.8,0,0,A2,35,0.9,29,2.9,1950,hot,15,44,84500,20800,105300,0.1,0.6,0,1,0,0,40
Bathinda,Commercial,20,south,1700,high,210,1.6,0.35,47,yes,A2,glass,required,high,hot,27,70,1120,high,M50,glass,laminated,132,38,1.1,0.32,36,A2,30,1,36,0.3,2450,hot,28,30,224400,64600,289000,0.5,0.03,1,1,1,1,92
Pune,Industrial,4,west,500,low,60,2.3,0.5,50,no,C,metal,required,low,moderate,25,58,800,low,M8,metal,galvanized,98,22,2.5,0,0,A1,30,0.8,29,1.5,7800,"moderate,hot",35,45,49000,11000,60000,0.2,0.5,0,1,0,1,50
Chikmagalur,Residential,10,north,975,medium,145,2.2,0.5,56,no,B,louvers,not required,avg,moderate,23,76,1850,low,M101,louvers,aluminum,112,29,3.6,0,0,C,19,2.6,30,0.8,2780,"cold,moderate",44,30,109200,28275,137475,1.4,0.5,1,0,0,1,44
Nagpur,Commercial,13,south,950,high,180,1.8,0.38,46,yes,A2,glass,required,high,hot,29,66,1200,medium,M17,glass,low-e,99,41,1.3,0.38,48,C,23,1.2,34,0.4,2450,hot,22,31,94050,38950,133000,0.5,0,1,1,0,1,73
Bathinda,Hospital,12,east,1180,high,235,1.4,0.28,39,yes,A1,metal,required,high,hot,28,65,450,high,M206,metal,aluminum,63,32,3.3,0,0,B,23,1.9,33,0.6,2720,"hot,coastal",40,32,74340,37760,112100,1.9,0.28,1,1,0,1,56
Sagar,Hospital,11,east,1175,high,230,1.4,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M72,metal,aluminum,72,35,3.1,0,0,A1,23,1.9,33,0.6,2750,"hot,coastal",42,32,84600,41125,125725,1.7,0.28,1,1,1,0,66
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Kanpur,Commercial,16,south,1350,medium,140,1.9,0.42,50,yes,A2,glass,required,high,hot,27,65,950,medium,M26,glass,tinted,122,35,1.4,0.32,42,C,24,1,34,0.4,2400,hot,28,32,164700,47250,211950,0.5,0.1,1,1,0,1,72
Nagercoil,Commercial,14,south,1350,medium,162,1.9,0.41,49,yes,A2,glass,required,high,hot,29,75,1250,high,M171,glass,low-e,124,40,1.25,0.38,48,C,26,1.2,36,0.4,2500,"hot,coastal",27,34,167400,54000,221400,0.65,0.03,1,1,0,1,70
Panna,Hospital,15,east,1450,high,245,1.3,0.26,37,yes,A1,glass,required,high,hot,28,69,950,high,M76,glass,reflective,104,44,0.9,0.27,35,A2,27,1.4,37,0.2,2520,"coastal,hot",45,36,150800,63800,214600,0.4,0.01,1,1,0,1,74
Ghaziabad,Hospital,12,east,1225,high,238,1.4,0.28,39,yes,A1,metal,required,high,hot,28,66,850,high,M226,metal,zinc,72,32,3.3,0,0,A2,24,1.9,33,0.6,2780,"hot,coastal",41,38,88200,39200,127400,1.9,0.28,1,1,0,1,56
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,183,15,2.4,0,0,A1,28,0.7,32,1.6,1700,hot,30,20,187575,15375,202950,0.4,0.45,0,0,0,0,28
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Dhanbad,Residential,7,north,650,low,85,2.7,0.6,66,no,B,terracotta,required,avg,moderate,25,68,1000,medium,M137,terracotta,cladding,130,32,2.8,0,0,A2,35,0.9,29,2.9,1950,hot,15,44,84500,20800,105300,0.1,0.6,0,1,0,0,40
Mandsaur,Industrial,6,west,625,low,105,2.6,0.57,63,no,C,composite,not required,avg,hot,27,60,850,medium,M207,composite,fiber cement,65,25,2.3,0,0,C,22,1.3,31,1.7,1680,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,1,0,68
Pilibhit,Residential,10,north,950,medium,140,2.2,0.49,55,no,B,terracotta,required,avg,moderate,24,73,1250,low,M44,terracotta,gfrc,182,30,2.6,0,0,B,33,1,26,2.8,2000,moderate,20,38,172900,28500,201400,0.4,0.49,0,0,1,1,58
Hospet,Commercial,18,south,1625,high,215,1.7,0.4,48,yes,A2,glass,required,high,hot,29,64,800,high,M96,glass,reflective,102,45,1,0.34,42,B,27,1.3,36,0.3,2480,"hot,coastal",45,36,165750,73125,238875,0.7,0.06,1,1,0,1,69
Mangalore,Hospital,11,east,1200,high,230,1.4,0.26,37,yes,A1,metal,required,high,coastal,29,81,3400,high,M23,metal,acp,37,36,3,0,0,C,22,2,33,0.7,2900,coastal,36,26,44400,43200,87600,1.6,0.26,1,0,0,1,46
Shrirampur,Commercial,17,south,1575,medium,172,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,71,1150,high,M165,louvers,zinc,81,32,3.5,0,0,C,23,2.4,30,0.7,2900,hot,40,33,127575,50400,177975,1.8,0.39,1,0,0,1,44
Kochi,Hospital,9,east,1300,high,260,1.3,0.28,38,yes,A1,glass,required,high,coastal,29,82,3200,high,M11,glass,reflective,166,42,0.9,0.28,32,A1,24,1.5,37,0.1,2500,coastal,45,28,215800,54600,270400,0.4,0,1,1,1,1,94
Bid,Hospital,10,east,1125,medium,145,1.5,0.3,41,yes,A1,glass,not required,high,hot,29,71,750,high,M15,glass,dg,158,48,0.8,0.22,36,B,27,1,39,0.05,2300,"coastal,hot",38,34,177750,54000,231750,0.7,0.08,0,1,0,1,49
Shimla,Hospital,18,east,1625,high,255,1.2,0.22,34,yes,A1,metal,required,high,cold,18,70,1200,low,M18,metal,stainless,114,18,2.9,0,0,A2,50,0.3,30,0.2,8000,"moderate,cold",50,60,185250,29250,214500,1.7,0.22,1,1,0,1,57
Muzaffarnagar,Hospital,11,east,1150,high,230,1.3,0.29,36,yes,A1,metal,required,high,hot,29,70,1100,high,M37,metal,galvanized,120,35,3,0,0,B,25,2,33,0.6,2800,"hot,coastal",38,32,138000,40250,178250,1.7,0.29,1,1,0,1,56
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Guwahati,Residential,8,north,775,low,84,2.7,0.59,64,no,B,composite,required,avg,moderate,25,75,1800,low,M193,composite,hpl,61,26,2.05,0,0,C,20,1.5,34,1.9,1700,"moderate,cold",27,25,47275,20150,67425,0.65,0.59,1,0,0,1,53
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,69,23,2.1,0,0,B,24,1,29,0.7,2000,moderate,21,24,34500,11500,46000,0.6,0.55,1,0,0,1,54
Rampur,Industrial,5,west,550,medium,125,2.4,0.52,59,no,C,terracotta,required,low,moderate,24,71,1020,low,M38,terracotta,baguette,116,28,2.8,0,0,C,35,1.1,27,3.2,1900,hot,15,40,63800,15400,79200,0.4,0.52,1,1,1,0,77
Nanded,Commercial,20,south,1975,high,220,1.7,0.4,47,yes,A2,composite,required,high,hot,28,66,950,medium,M19,composite,hpl,44,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,86900,65175,152075,0.3,0.4,1,0,0,0,50
Nellore,Residential,10,north,900,low,85,2.3,0.52,60,no,B,stone,required,avg,hot,30,68,900,medium,M84,stone,granite,147,28,2,0,0,B,40,0.7,30,1,2600,hot,18,50,132300,25200,157500,0.3,0.52,0,1,1,1,69
Jaipur,Industrial,6,west,620,medium,138,2.3,0.52,58,no,C,stone,required,avg,hot,27,56,550,high,M148,stone,sandstone,111,26,2.15,0,0,A1,39,0.8,27,1.5,2250,hot,21,48,68820,16120,84940,0.15,0.52,1,1,0,1,71
Srinagar,Residential,9,north,850,low,88,2.5,0.56,62,no,B,terracotta,required,low,cold,15,65,650,low,M189,terracotta,cladding,122,34,2.8,0,0,A2,37,0.9,29,3,1950,"cold,moderate",18,45,103700,28900,132600,0.3,0.56,0,1,0,1,48
Kochi,Hospital,9,east,1300,high,260,1.3,0.28,38,yes,A1,glass,required,high,coastal,29,82,3200,high,M11,glass,reflective,166,42,0.9,0.28,32,A1,24,1.5,37,0.1,2500,coastal,45,28,215800,54600,270400,0.4,0,1,1,1,1,94
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Rajkot,Industrial,3,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,31,55,650,high,M10,stone,sandstone,131,26,1.95,0,0,C,45,0.4,27,3,2200,"hot,cold",12,55,45850,9100,54950,0.25,0.46,0,1,1,1,70
Tikamgarh,Residential,9,north,850,low,92,2.4,0.54,59,no,B,terracotta,required,low,moderate,25,71,1100,medium,M75,terracotta,cladding,150,32,2.8,0,0,A2,37,0.9,28,2.9,1950,hot,18,44,127500,27200,154700,0.4,0.54,0,1,0,0,37
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,65
Nagpur,Commercial,13,south,950,high,180,1.8,0.38,46,yes,A2,glass,required,high,hot,29,66,1200,medium,M17,glass,low-e,99,41,1.3,0.38,48,C,23,1.2,34,0.4,2450,hot,22,31,94050,38950,133000,0.5,0,1,1,0,1,73
Latur,Industrial,6,west,575,medium,120,2.3,0.52,59,no,C,metal,not required,low,hot,30,59,650,high,M23,metal,acp,23,36,3,0,0,C,22,2,33,0.7,2900,coastal,36,26,13225,20700,33925,0.7,0.52,1,0,1,0,63
Alleppey,Industrial,4,west,450,low,98,2.9,0.59,66,no,C,terracotta,required,low,hot,28,78,2200,medium,M182,terracotta,panel,139,35,2.9,0,0,C,34,1,29,3.2,2150,hot,16,46,62550,15750,78300,0,0.59,0,1,1,1,72
Rohini,Hospital,12,east,1200,high,235,1.4,0.28,39,yes,A1,metal,required,high,hot,28,68,850,high,M196,metal,aluminum,104,34,3.2,0,0,B,23,1.9,33,0.6,2750,"hot,coastal",42,32,124800,40800,165600,1.8,0.28,1,1,0,1,56
Ongole,Commercial,13,south,1325,medium,160,1.8,0.4,48,yes,A2,glass,required,high,hot,29,70,950,high,M204,glass,low-e,146,40,1.25,0.37,47,A2,26,1.2,35,0.4,2480,"hot,coastal",26,32,193450,53000,246450,0.55,0.03,1,1,1,1,92
Bathinda,Commercial,20,south,1700,high,210,1.6,0.35,47,yes,A2,glass,required,high,hot,27,70,1120,high,M50,glass,laminated,132,38,1.1,0.32,36,A2,30,1,36,0.3,2450,hot,28,30,224400,64600,289000,0.5,0.03,1,1,1,1,92
Nagpur,Commercial,13,south,950,high,180,1.8,0.38,46,yes,A2,glass,required,high,hot,29,66,1200,medium,M17,glass,low-e,99,41,1.3,0.38,48,C,23,1.2,34,0.4,2450,hot,22,31,94050,38950,133000,0.5,0,1,1,0,1,73
